252;1672;1728;18908;1796;-522
253;1652;1872;18656;570;-463
254;1808;1420;17940;-565;550
255;1228;1028;17644;-1060;1855
256;728;464;16928;-933;1493
257;896;236;16592;192;544
258;52;756;17324;414;-266
259;0;532;15940;106;-638
260;-24;772;15704;938;708
261;-492;952;15760;1039;229
262;108;1540;15376;865;-338
263;1056;1820;16628;-1077;412
264;308;1316;16604;-1397;804
265;-148;920;16884;-506;-377
266;716;1164;16348;53;-453
267;152;1136;16444;220;121
268;96;728;17020;-389;1164
269;-8;792;17432;-888;1290
270;44;880;17140;-193;-500
271;752;1108;16452;339;-1196
272;480;1032;16836;18;-1558
273;1096;1000;15924;-688;-499
274;564;1240;16656;-477;1573
275;-192;1048;16560;-735;-628
276;1012;816;15156;518;-691
277;652;1620;15804;1961;1208
278;212;1636;15664;2444;-621
